CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure_Months,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
IND-05151,Male,0,No,Yes,20,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,41.96,762.34,Yes
IND-05152,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.69,8564.03,No
IND-05153,Female,0,No,No,71,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,49.91,3703.83,No
IND-05154,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),57.81,1489.75,Yes
IND-05155,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),59.74,2503.72,No
IND-05156,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.74,169.18,Yes
IND-05157,Male,0,No,No,43,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),83.63,3750.7,No
IND-05158,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),48.1,824.76,No
IND-05159,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,109.44,5439.33,No
IND-05160,Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.71,4051.37,No
IND-05161,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),107.11,3601.08,Yes
IND-05162,Male,0,Yes,No,60,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.82,6481.31,Yes
IND-05163,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.1,6038.47,No
IND-05164,Male,1,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,44.12,2410.63,Yes
IND-05165,Male,0,No,No,64,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.64,3559.56,No
IND-05166,Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),42.69,353.32,No
IND-05167,Male,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,65.23,4572.01,No
IND-05168,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.59,2248.84,No
IND-05169,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,53.52,1299.32,No
IND-05170,Female,1,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),106.37,7209.25,Yes
IND-05171,Male,1,No,No,7,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.16,417.65,No
IND-05172,Female,0,Yes,No,59,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,89.72,5351.07,No
IND-05173,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.55,3576.27,Yes
IND-05174,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,35.94,1363.59,No
IND-05175,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,90.78,2962.24,No
IND-05176,Female,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.81,1003.88,No
IND-05177,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,95.62,3738.14,Yes
IND-05178,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.17,4486.39,No
IND-05179,Female,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),70.91,4383.29,No
IND-05180,Female,0,No,Yes,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.48,4955.24,No
IND-05181,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.75,553.22,Yes
IND-05182,Female,0,No,Yes,29,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,24.91,711.08,No
IND-05183,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,74.72,2190.89,No
IND-05184,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,22.22,1206.34,No
IND-05185,Female,0,No,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.35,4902.5,No
IND-05186,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.66,1675.92,No
IND-05187,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.24,5095.87,No
IND-05188,Male,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.47,3963.81,No
IND-05189,Female,1,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.06,502.53,Yes
IND-05190,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.11,2215.38,No
IND-05191,Male,0,No,No,40,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,64.5,2708.47,No
IND-05192,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.15,1993.58,No
IND-05193,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.73,2270.7,Yes
IND-05194,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,48.2,1788.4,No
IND-05195,Male,1,Yes,Yes,16,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,23.08,392.63,Yes
IND-05196,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,67.12,3321.67,No
IND-05197,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),88.76,1928.0,Yes
IND-05198,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,48.59,1048.33,Yes
IND-05199,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,105.7,2548.12,Yes
IND-05200,Male,1,No,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.47,1778.45,No
IND-05201,Male,1,No,Yes,54,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),56.96,3279.68,No
IND-05202,Female,0,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),93.22,5912.84,No
IND-05203,Female,0,No,No,42,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),115.98,4634.13,Yes
IND-05204,Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,57.41,3537.77,No
IND-05205,Female,0,No,Yes,32,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),93.39,2959.41,No
IND-05206,Male,0,No,No,53,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,88.51,4450.96,No
IND-05207,Female,1,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.75,4610.97,Yes
IND-05208,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,69.61,776.29,No
IND-05209,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),78.41,3655.43,Yes
IND-05210,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,36.06,2114.62,No
IND-05211,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.39,1661.29,No
IND-05212,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,82.66,4941.87,Yes
IND-05213,Male,0,Yes,No,33,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,75.45,2529.43,No
IND-05214,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),64.12,2857.22,No
IND-05215,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.35,1215.81,No
IND-05216,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,44.25,644.1,Yes
IND-05217,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,89.22,5054.78,Yes
IND-05218,Female,1,Yes,Yes,40,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.6,1489.77,No
IND-05219,Male,0,No,No,65,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,68.98,4331.43,No
IND-05220,Male,0,No,No,5,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,31.24,163.1,No
IND-05221,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71.2,2217.86,No
IND-05222,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101.31,4169.41,No
IND-05223,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.89,4134.52,No
IND-05224,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.47,2072.98,No
IND-05225,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,33.66,404.35,Yes
IND-05226,Male,0,No,No,34,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),55.52,1991.86,Yes
IND-05227,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.83,1488.03,Yes
IND-05228,Female,1,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),58.72,2132.34,No
IND-05229,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.3,589.61,No
IND-05230,Female,1,No,No,61,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.96,6658.59,Yes
IND-05231,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.87,6660.36,Yes
IND-05232,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),114.44,7903.72,No
IND-05233,Female,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.36,875.53,Yes
IND-05234,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,75.66,884.46,Yes
IND-05235,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),50.05,765.03,Yes
IND-05236,Male,0,No,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),53.35,2033.61,No
IND-05237,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.01,2099.36,No
IND-05238,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,36.01,1496.0,No
IND-05239,Male,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.27,109.53,No
IND-05240,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),87.82,3096.81,No
IND-05241,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,24.62,1377.54,No
IND-05242,Male,0,No,Yes,19,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,45.57,758.69,No
IND-05243,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),49.71,2825.32,No
IND-05244,Female,0,Yes,No,68,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,21.02,1580.83,No
IND-05245,Female,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,117.44,1147.22,No
IND-05246,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.69,823.01,No
IND-05247,Female,0,No,No,72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,25.11,1709.07,No
IND-05248,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),106.74,2970.71,No
IND-05249,Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.94,176.36,No
IND-05250,Male,1,No,No,66,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,65.12,4163.86,Yes
IND-05251,Male,0,No,Yes,63,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,56.1,3529.8,No
IND-05252,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,27.72,906.27,No
IND-05253,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.23,620.26,Yes
IND-05254,Male,0,No,No,21,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.62,1011.49,Yes
IND-05255,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.61,922.48,No
IND-05256,Male,0,No,Yes,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.91,368.44,Yes
IND-05257,Male,0,No,Yes,46,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),91.7,4656.13,No
IND-05258,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,65.97,507.66,Yes
IND-05259,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.81,244.05,Yes
IND-05260,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,103.37,5368.62,Yes
IND-05261,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),84.28,5664.97,Yes
IND-05262,Female,1,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.53,2719.45,No
IND-05263,Female,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),106.22,6747.89,No
IND-05264,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,100.99,634.33,Yes
IND-05265,Female,1,Yes,No,62,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,20.06,1177.55,No
IND-05266,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.02,3604.31,No
IND-05267,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.41,147.31,Yes
IND-05268,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,111.52,4386.35,Yes
IND-05269,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,96.3,1497.53,No
IND-05270,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.48,2022.58,No
IND-05271,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.77,489.11,No
IND-05272,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.86,3761.82,Yes
IND-05273,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.59,976.36,Yes
IND-05274,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),73.31,493.97,No
IND-05275,Male,0,Yes,No,66,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,46.78,3481.68,No
IND-05276,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),95.4,1864.43,No
IND-05277,Male,1,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.74,5828.31,Yes
IND-05278,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,98.52,422.4,Yes
IND-05279,Female,1,Yes,No,28,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,93.96,2498.45,No
IND-05280,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,80.74,5404.76,Yes
IND-05281,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,36.44,1283.08,Yes
IND-05282,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,39.27,82.09,No
IND-05283,Male,0,No,Yes,41,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,97.95,4021.41,No
IND-05284,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.76,2939.91,No
IND-05285,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),69.72,71.27,No
IND-05286,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),117.73,2930.45,Yes
IND-05287,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,49.23,3317.08,No
IND-05288,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,92.44,3459.45,Yes
IND-05289,Male,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),86.3,3388.75,Yes
IND-05290,Female,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),93.9,2461.31,No
IND-05291,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,61.18,1372.11,No
IND-05292,Male,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.19,2290.35,No
IND-05293,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,60.08,3341.76,No
IND-05294,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.78,1091.18,Yes
IND-05295,Female,0,No,No,52,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),31.07,1584.89,No
IND-05296,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,87.74,546.14,Yes
IND-05297,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.6,7348.01,Yes
IND-05298,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,86.02,1041.48,No
IND-05299,Male,0,No,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,33.31,2124.22,No
IND-05300,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.62,2736.87,Yes
IND-05301,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.81,766.14,Yes
IND-05302,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,92.83,6407.66,No
IND-05303,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.77,3002.03,No
IND-05304,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,39.57,2837.2,No
IND-05305,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,52.41,396.55,No
IND-05306,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.79,3223.15,Yes
IND-05307,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.46,692.26,No
IND-05308,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,39.64,926.67,Yes
IND-05309,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,114.75,7471.52,No
IND-05310,Female,0,No,No,21,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.37,1215.11,Yes
IND-05311,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,93.81,6393.33,No
IND-05312,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.76,2594.0,Yes
IND-05313,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,118.91,4823.44,No
IND-05314,Female,0,Yes,No,49,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,109.25,5002.37,Yes
IND-05315,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.38,201.13,Yes
IND-05316,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,99.46,6858.97,No
IND-05317,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.67,768.5,Yes
IND-05318,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,50.25,3602.17,No
IND-05319,Male,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,71.02,734.71,No
IND-05320,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,53.01,882.44,Yes
IND-05321,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),37.9,2553.53,No
IND-05322,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,66.29,3536.14,No
IND-05323,Male,0,No,Yes,35,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.07,2301.65,No
IND-05324,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.16,205.53,No
IND-05325,Male,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,81.27,5225.31,Yes
IND-05326,Female,0,Yes,No,11,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,32.7,335.77,No
IND-05327,Male,1,No,No,44,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),116.36,5072.67,Yes
IND-05328,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.0,2467.1,No
IND-05329,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.65,5269.77,No
IND-05330,Female,0,Yes,Yes,62,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.78,3913.94,Yes
IND-05331,Male,0,Yes,No,32,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,20.97,664.44,No
